names	tag
23.03 Minister Marc Verwilghen	
10.03 Daniel Bacquelaine (MR)	
20.19 Marleen Govaerts (Vlaams Belang)	
"Ik citeer letterlijk. Onder het luik ""délivrance d'héroïne"" stelde minister Tavernier"	
13.01 Dalila Douifi (sp.a-spirit)	
07.01 Inga Verhaert (sp.a-spirit)	
Staf Neel (VLAAMS BLOK)	
02.03 Yvan Mayeur (PS)	
01.29 Marie Nagy (ECOLO)	
15.03 Greet van Gool (sp.a-spirit)	
02.17 Minister Peter Vanvelthoven	
15.01 Martine Taelman (VLD)	
18.14 Melchior Wathelet (cdH)	
106.77 Rik Daems (VLD)	
01.82 Luc Goutry (CD&V)	
01.140 Minister Freya Van den Bossche	
01.02 Francis Van den Eynde (VLAAMS BLOK)	
09.15 Liesbeth Van der Auwera (CD&V)	
01.34 Koen Bultinck (VLAAMS BLOK)	
05.19 Nathalie Muylle (CD&V)	
13.04 Minister Karel De Gucht	
08.03 Hagen Goyvaerts (VLAAMS BLOK)	
11.01 Mohammed Boukourna (PS)	
10.03 Nathalie Muylle (CD&V)	
02.44 Bart Laeremans (Vlaams Belang)	
15.06 Renaat Landuyt, ministre	
01.15 Minister Rudy Demotte	
04.27 Minister Freya Van den Bossche	
02.01 Guy Verhofstadt, premier ministre	
03.02 Guy D'haeseleer (VLAAMS BLOK)	
23.05 Minister Rudy Demotte	
01.38 Karine Lalieux (PS)	
08.08 Josée Lejeune (MR)	
23.26 Paul Tant (CD&V)	
13.08 Paul Tant (CD&V)	
01.06 Daniel Féret (FN)	
10.09 Trees Pieters (CD&V)	
01.78 Dirk Claes (CD&V)	
02.01 Greet Van Gool (sp.a-spirit)	
09.05 Annemie Turtelboom (VLD)	
07.33 Minister Renaat Landuyt	
08.01 Annick Saudoyer (PS)	
03.99 Minister Frank Vandenbroucke	
12.02 Bart Laeremans (VLAAMS BLOK)	
29.05 Johan Vande Lanotte, ministre	
14.07 Jo Vandeurzen (CD&V)	
19.05 BLOK)	
04.05 Minister Marie Arena	
12.01 Simonne Creyf (CD&V)	
02.04 Jacques Germeaux (VLD)	
01.08 Guido Tastenhoye (VLAAMS BLOK)	
06.03 Camille Dieu (PS)	
