names	tag
Benoeming van een koninklijke commissaris	
Faculté des Sciences agronomiques de l’Etat à Gembloux	
« Art. Ster	
De heer Lavens, Minister van Dandbouw	
Section Id	
Fiskale ontvangsten in 1976 en in 1977	
Soins de santé	
Art. 15. Amendements de MM. Cudell et Dejardin	
M. Coens	
M. Van Eynde (désignant les bancs P.S.C.-C.V.P.)	
Attitude de la Belgique à l’égard d’« Euro-control »	
Internationaal energiebeleid	
de 1 eau. Aéroports	
De heer De Mey (op het spreekgestoelte)	
M. Olivier, Ministre des Travaux publics (à la tribune)	
M. Schiltz	
Financement des imiversités	
Nous souhaitons que M. Brouhon et ses amis socialistes adoptent la même attitude. (Applaudissements sur plusieurs bancs	
Art. 92 : Amendementen van de heren Van Geyt, Kuijpers, Ducobu, Mathot, De Wulf, Urbain, Mevr. Mathieu-Mohin	
6. Regeling van de werkzaamheden en vraag tot raadpleging van de Raad van State	
Art. 45 : Amendement de M. W. Claes tendant à la suppres sion de cet article	
De heer Gheysen (op het spreekgestoelte)	
Elargissement de la composition de la section par les mem bres de la Commission de l’Environnement	
bij de leden van de Volksunie	
M. Brimant, rapporteur (à la tribune)	
M. Vanden Boeynauts, Ministre de la Défense nationale et des Affai res bruxelloises	
M. Debousse	
M. L. Olivier, Ministre des Travaux publics et Secrétaire d’Etat aux Forêts, à la Chasse et à la Pêche, adjoint au Ministre des Affaires wal- lones	
« Ar t. 1er	
Telefoontarieven	
' Mevr. Demeester-De Meyer (op het spreekgestoelte)	
Postchecks	
De heer Tindemans Eerste Minister	
Artikel 20bis	
a) Vastleggingskredieten	
19 A Kredieten voor de onroerende installaties bestemd voor de administratie, het onderwijs en het onderzoek in de inrichtingen voor universitair onderwijs die geheel of gedeeltelijk gefinancierd worden op kosten van de Staat	
Situation linguistique des mineurs placés. Problème de l’assistance judiciaire et de l’accroissement du nombre de stagiaires	
— Art. 29 : Amendement de M. Baert	
De heer Vankeirsbiick (op het spreekgestoelte)	
Stemming over de moties ingediend tot besluit van het debat over de mededelingen van de regering	
De heer Eyskens, Staatssecretaris voor Streekeconomie en voor Ruim telijke Ordening, toegevoegd aan de Minister van Vlaamse Aangelegen heden (op het spreekgestoelte)	
Art. 89 : Amendementen van de heer Ylieff, Mevr. Mathieu- Mohin, de heer Van Geyt	
— Amendement de M. L. Vansteenkiste	
Pompage d’eau souterraine	
De heer Suykerbuyk (óp het spreekgestoelte)	
bancaire. T.V.A. sur les investissements	
Fonds d’expansion économique et de reconversion régionale (arrêté royal n° 1 du 18 avril 1967)	
Me De Vlies	
2. M. le Président communique l’ordre des travaux de la semaine prochaine	
Mevr. Maes (cchtg. Van der Eecken)	
Relevé des mesures tendant à assainir la situation financière de l'I.N.A.M.I	
Sur le projet de loi portant liaison de certaines prestations sociales à l’évolution du bien-être général (tranmis par le Sénat)	
Werking van de Commissie voor de Justitie. -— Jeugdbescherming	
3	
b) Naamstemming over het geheel	
Prisons	
M. Dejardin	
Academische ziekenhuizen	
Mutualités	
Jeugdtehuizen	
Aankoop van onroerende goederen voor de verwezenlijking, door de Staat, van voorschriften van projekten van streek plannen, gewestplannen en gemeentelijke plannen	
— M. le Président communique à la Chambre la proposition de la conférence des présidents relative à l’ordre des tra vaux de la semaine prochaine	
De heer Flamant (op bet spreekgestoelte)	
Conjonctuurproblematiek	
Toelagen t oegekelid aan onden geschikte best uren. Procedure	
Tarifs téléphoniques pour le troisième âge et pour les handicapés	
Sociaal beleid. - Toestand van de mijnwerkers	
Art. 78 : Amendementen van de heren Geldolf, Demets, Le vaux, Defosset	
De heer Geens, Staatssecretaris voor Begroting en voor Wetenschaps beleid	
— Buitengewoon onderwijs	
De hcer Colla, verslaggever (op het spreekgestoelte)	
aanleggen van buurtspoorwegen	
De heer Vanden Boeynants, Minister van Landsverdediging en van Brusselse Aangelegenhedn	
Plan de secteur de l’agglomération bruxelloise	
12.34 Dépenses d’entretien des centres de diffusion d’alerte	
Bespreking van deze ontwerpen van het wetsontwerp betreffende de budgettaire voorstéllen 1975-1976 : Regeling der werkzaamheden	
Lonen	
Voor waar den en modaliteiten van het recht tot antwoord	
12 .03 Dépenses d'entretien de locaux, mobilier, matériel et machines	
Gemeentepersoneel	
Aanwerving onder contract van deskundigen bestemd om hun acties uit te oefenen bij de samenwerkende vennootschappen in Latijns-Amerika, waaraan België bijstand verleent	
Contrôle des compagnies d’assurances. Problème des prêts hypothécaires	
keringen	
Art. 86 : Amendements de Mme Mathieu-Mohin, MM. Van Geyt, Kuijpers, Degroeve	
