names	tag
	
De heer Eyskens, Eerste Minister	
minimum garanti	
Construction d’un hôtel-tour, avenue Louise, à Bru xelles	
Amendement de M. Gillet	
3’ Stemming over de vertrouwensmotie	
2’ Continuation de la discussion générale	
M. Tindemans, Ministre de l'Agriculture et des Classes moyennes	
Crise monétaire internationale	
M. Dejardin (à Ia tribune)	
Provinciale en gemeentefinanciën. •— Toepassing van de B.T.W	
De heer De Saeger, Minister van Volksgezondheid, Leefmilieu en Ge zin (op het spreekgestoelte)	
Interdiction d’une manifestation d’anciens S.S. à Schepdaal	
De heer De Mey (op het spreekgestoelte)	
M. Simonet, Ministres des Affaires économiques	
M. Schiltz	
M. Delforge	
M. Bila (A la tribune)	
— Parkings	
I De heer Van Geyt	
M. Meuter	
M. Anseele, Ministres des Postes, Télégraphes et Téléphones	
De heer Gheysen (op het spreekgestoelte)	
M. Clairfayt (à la tribune)	
Financieel beleid. - Vermindering van de uitgaven (Nationale Opvoeding, steenkolenmijnen, sociale pro grammatic, Wegenfonds)	
| M. Major	
Politique de la Justice. -— Budget de la Justice. Protection de la Jeunesse	
Gelijke beloning van mannen en vrouwen	
Postchecks	
De heer Geldolf (op hét spreekgestoelte)	
Storten van chemische afvalprodukten door de N.V. Bayer te Brecht	
Questions communautaires	
De heer Tindemans, Vice-Eerste Minister en Minister van Begroting, belast met de Coördinatie van de Institutionele Her vormingen	
Autosnelwegen. - Havenbeleid	
M. Urbain, rapporteur' (à la tribune)	
In meiner Eigenschaft als Staatssekretar für die deutschsprachigen Gebiete bin ich über die Errichtung dieses Kulturrates erireut, welcher auf kulturellem Gebiete den Mitbürgern der deutschen Sprache dieselben Möglichkeiten bieten wird, wie den Landsleuten der anderen Kulturgemeinschaften. Die Annahme dieses Entwurfes wird es ihnen gestatten, sich auf kultureller Ebene autonom zu entfalten, sowie die Bürger der anderen Kulturgemeinschaften. Ich wünche, dass die Opposition, selbst, wenn sie sich nicht mit allen Artikeln des Entwurfes einverstanden erklaren kann, den Entwurf im allgemeinen doch gutheissen wird. (Applaus op de banken van de meerderheid	
Frais d’exploitation et d'entretien ordinaire d’installations électri ques et électromécaniques établies par l’Etat sur les autoroutes, routes et voies navigables	
Fonds d’expansion économique et de reconversion régionale (arrêté royal n° 1 du 18 avril 1967)	
Toestand te Komen-Moeskroen	
Uitbreiding van de Europese Gemeenschap	
M. P. Vandanune	
Herziening van de Grondwet	
Water, stoom, gas en elektriciteit — Andere verbruiksuitgaven	
De heer Dhocre, Staatssecretaris voor Streekeconomie (op het spreekgestoelte)	
M. Dejardin	
Hausse des prix et des salaires. - - Situat ion monétaire internationale	
Art. 1er. Amendements de M. Levaux	
De heer Vierick, Minister van Financiën	
Internationaal beleid. •— Munterisis	
M. Anseele, Ministre des Postes, Télégraphes et Téléphones (à la tribune)	
De heer Mangelschots fop het spreekgestoelte)	
M. Falize, Ministre de la Culture française et de l’Aménagement du Territoire et du Logement (à la tribune)	
Regeringsbeleid. Samenstelling var de nieuwe Regering. Schoolpact. - Budgettair evenwicht	
inrichting	
, Autonomie communale	
9. Projet de loi relatif à l’accélération de la programmation sociale en faveur des travailleurs indépendants en matière d’allocations familiales	
Augmentation des pensions de vieillesse	
Loyer des biens immobiliers des divers services du département, en ce compris les loyers, rétributions et indemnités dus à la Régie des Bâtiments	
j M. Gillet (à la tribune)	
Fusions et fédérations de communes	
Economische toestand van het arrondissement Thuin	
Politique de la culture. Manifestations culturelles. Bâtiments scolaires	
Financieel beleid. - Begrotingsevenwicht	
Travail des femmes	
4. Van de heer Van Dessel tot de heer Minister van Finan ciën, over de fiscale kentekens voor de autovoertuigen	
Toepassing van de taalwetten te Vloesberg, in de Oostkantons, in de streek van Komen en in de Brusselse agglomeratie en randgemeenten	
Fusies van gemeenten. - Arrondissementsgrenzen. - Kieswet	
De heer Otte (op het spreekgestoelte)	
De heer Elewyck	
De heer Anseele, Minister van Posterijen, Telegrafie en Telefonie (op het spreekgestoelte)	
Herklassering van de minder-validen	
12.13 Location de biens immobiliers pour les divers services du dépar tement	
Toestand van ELDO en E8RO	
Bescherming van de oppervlaktewat eren tegen verontrei niging	
— Politique foncière	
Betogingen van scholieren	
M. Van Elslande, Ministre de l’Intérieur (à la tribune)	
Politique foncière. -— Industrie de la construction	
evenwicht	
M. Urbain (à la tribune)	
M. Gol (à la tribune)	
Brandbestrijding	
Rijksfaculteit der landbouwwetenschappen te Gembloux	
M. Lefosset	
Présentation des propositions de loi	
— Herwaardering van het militair ambt	
Legersterkte	
Construction d’un hôtel-tour, avenue Louise, à Bruxelles	
Dee heer Voorzitter	
De Minister benoemde één van zijn kabinetsleden — eentalig en van de Franse rol	
Verhoging van de spoorwegtarieven	
Aanwerving van ambtenaren	
Art. 1er	
batiments	
De heer De Facq fop het spreekgestoelte)	
De heer Duerinek	
— Marché Commun	
Parlementaire werkzaamheden	
Verruiniing van de Europese Gemeenschap	
Politique des Travaux publics. Construction d’habitations. Politique du logement	
M. Outeas	
M. le Président 	
4° Naamstemming over het geheel	
Toestand van de protestantse en israëlitische aalmoezeniers	
Oprichting van gebouwen door de Regie van T.T. - Bestellingen van materieel. - - N.V. Equimo. - Maatschappij I.I.I. - Tussenkomst van het Hoog Comité van Toezicht	
M. Califice, Secrétaire d'Etat au Logement et à l’Aménagement du Territoire	
Etabli: 8 ‘ment d’une raffinerie de pétrole (IBRAMCO) dans la région de Liège	
M. Simonet, Ministre des Affaires économiques	
Toestand van de rijkswacht	
Habitations	
M. Anseele, Ministre des Communications	
lingen. - - Bestrijding van de drugs	
Art. 1. Amendement van de heer Piron	
Probleem van de huisvesting. - .Sociale woningbouw	
De heer Claes, Minister van Nationale Opvoeding	
De heer Geldolf ( op het spreekgestoelte)	
c) Sur la publication d’arrêtés royaux relatifs au Conseil ! d’agglomération	
Wederopbouw van het net van de Nationale Maatschappij der ! 81.25 ! Belgische Spoorwegen	
Budget do la Justice	
De heer Carpels fop het spreekgestoelte)	
M. Daems, Secrétaire d’Etat aux Postes, Télégraphes et Télé phones, adjoint au Ministre des Communications	
Zeeverontreiniging	
Politique scolaire. - Accroissement des dépenses d’enseignement	
Toestand van de tewerkstelling in Brussel-Hoofdstad. - Hulp aan de kleine en middelgrote ondernemingen	
