names	tag
	
01.76 Daniel Bacquelaine, ministre	
10.06 Gilles Vanden Burre (Ecolo-Groen)	
02.04 Karin Jiroflée (sp.a)	
14.13 Minister Jan Jambon	
11.03 Jan Vercammen (N-VA)	
01.04 Damien Thiéry (MR)	
08.10 Maggie De Block, ministre	
01.21 Van Quickenborne (Open Vld)	
06.33 Nahima Lanjri (CD&V)	
10.58 Georges Dallemagne (cdH)	
01.85 Monica De Coninck (sp.a)	
01.02 Stefaan Van Hecke (Ecolo-Groen)	
02.10 Raoul Hedebouw (PTB-GO!)	
01.43 Jean-Marc Nollet (Ecolo- Groen)	
01.137 Georges Gilkinet (Ecolo- Groen)	
33.02 François Bellot, ministre	
02.21 Gwenaëlle Grovonius (PS)	
12.01 Vincent Van Peteghem (CD&V)	
02.15 Emir Kir (PS)	
02.61 Marco Van Hees (PTB- GO!)	
01.11 Marco Van Hees (PTB- GO!)	
10.03 Nathalie Muylle (CD&V)	
09.05 Minister Philippe De Backer	
04.13 Georges Gilkinet (Ecolo-Groen)	
25.03 Wouter De Vriendt (Ecolo- Groen)	
05.08 Raoul Hedebouw (PTB-GO!)	
08.98 Jean-Marc Nollet (Ecolo- Groen)	
06.03 Leen Dierick (CD&V)	
19.04 Gautier Calomne (MR)	
09.06 Sophie De Wit (N-VA)	
01.83 Benoît Piedboeuf (MR)	
18.02 Nahima Lanjri (CD&V)	
01.189 Nahima Lanjri (CD&V)	
10.03 Raoul Hedebouw (PTB- GO!)	
01.20 Jean-Marc Delizée, président	
07.02 Fatma Pehlivan (sp.a)	
04.01 Gilles Vanden Burre (Ecolo-Groen)	
07.01 Gwenaëlle Grovonius (PS)	
01.51 Philippe Pivin (MR)	
10.02 Stéphane Crusnière (PS)	
01.01 Tim Vandenput (Open Vld)	
04.05 Sarah Smeyers (N-VA)	
13.58 Richard Miller (MR)	
22.02 Carina Van Cauter (Open Vld)	
10.33 Georges Dallemagne (cdH)	
02.02 Stéphane Crusnière (PS)	
17.06 François Bellot, ministre	
23.03 Georges Gilkinet (Ecolo- Groen)	
09.06 Gilles Foret (MR)	
03.10 Pieter De Crem, ministre	
13.05 Bert Wollants (N-VA)	
05.04 Olivier Maingain (DéFI)	
11.02 Olivier Henry (PS)	
21.06 François Bellot, ministre	
La présidente	
01.08 Françoise Schepmans (MR)	
01.44 Hendrik Vuye (N-VA)	
06.02 Maggie ministre	
01.26 Karine Lalieux (PS)	
01.31 Servais Verherstraeten (CD&V)	
01.201 Daniel Bacquelaine, ministre	
14.02 GO!)	
01.19 Paul-Olivier Delannois (PS)	
09.07 Jean-Jacques Flahaux (MR)	
07.27 Luk Van Biesen (Open Vld)	
03.114 Laurette Onkelinx (PS)	
17.36 Meyrem Almaci (Ecolo-Groen)	
03.01 Willy Borsus, ministre	
01.26 Daniel Bacquelaine, ministre	
01.110 Minister Denis Ducarme	
05.18 Patrick Dewael (Open Vld)	
01.02 Patrick Dewael (Open Vld)	
11.05 Steven Vandeput, ministre	
Présidente	
19.01 Franky Demon (CD&V)	
08.03 Kris Peeters, ministre	
14.12 Marie-Christine Marghem, ministre	
14.40 Servais Verherstraeten (CD&V)	
01.14 Willy Borsus, ministre	
08.02 Valerie Van Peel (N-VA)	
11.03 Inez De Coninck (N-VA)	
06.11 Koen Geens, ministre	
05.18 Damien Thiéry (MR)	
01.99 Julie Fernandez Fernandez (PS)	
22.02 Minister Johan Van Overtveldt	
02.02 Wouter Raskin (N-VA)	
01.65 Georges Dallemagne (cdH)	
07.01 An Capoen (N-VA)	
04.05 Kristien Van Vaerenbergh (N-VA)	
05.06 Daniel Bacquelaine, ministre	
03.13 Leen Dierick (CD&V)	
06.02 Charles Michel, premier ministre	
02.19 Laurette Onkelinx (PS)	
03.06 David Geerts (sp.a)	
27.04 Georges Gilkinet (Ecolo-Groen)	
09.09 Maggie De Block, ministre	
07.37 Alain Top (sp.a)	
27.03 Peter Vanvelthoven (sp.a)	
25.05 Peter Dedecker (N-VA)	
08.98 Wouter De Vriendt (Ecolo- Groen)	
01.32 Melchior Wathelet, ministre	
01.29 Brigitte Grouwels (CD&V)	
12.03 Nawal Ben Hamou (PS)	
10.01 Marcel Cheron (Ecolo- Groen)	
29.01 Georges Dallemagne (cdH)	
14.02 Minister Johan Van Overtveldt	
23.04 Maggie De Block, ministre	
05.05 Daniel Senesael (PS)	
05.06 Groen)	
05.02 Kattrin Jadin (MR)	
09.10 Jacqueline Galant, ministre	
09.02 Maggie De Block ministre	
01.19 Benoît Dispa (cdH)	
34.10 Minister Jan Jambon	
01.115 Jean-Marc Nollet (Ecolo- Groen)	
01.317 Minister Kris Peeters	
08.05 Sonja Becq (CD&V)	
14.29 Denis Ducarme, ministre	
01.114 Ahmed Laaouej (PS)	
02.02 Minister Philippe De Backer	
10.10 Minister Steven Vandeput	
01.33 Hendrik Vuye (Vuye&Wouters)	
23.02 Minister Alexander De Croo	
01.91 Minister Didier Reynders	
Wouter De Vriendt (Ecolo-Groen)	
17.03 Werner Janssen (N-VA)	
Ma question est donc très claire, monsieur le premier ministre	
Mailleux (MR)	
04.14 Steven Vandeput, ministre	
07.02 Stéphane Crusnière (PS)	
17.08 Veli Yüksel (CD&V)	
03.01 Minister Kris Peeters	
04.03 Minister Jacqueline Galant	
01.13 Nele Lijnen (Open VId)	
08.04 Brecht Vermeulen (N-VA)	
11.04 Annick Lambrecht (sp.a)	
01.40 Jean-Marc Delizée, président	
14.06 Frédéric Daerden (PS)	
11.03 Carina Van Cauter (Open Vld)	
03.04 Jan Jambon, ministre	
11.01 Hans Bonte (sp.a)	
16.07 Ahmed Laaouej (PS)	
01.101 Marco Van Hees (PTB-GO!)	
25.03 Minister Didier Reynders	
11.04 Daphné Dumery (N-VA)	
01.156 Frédéric Daerden (PS)	
05.13 Catherine Fonck (cdH)	
21.05 Carina Van Cauter (Open Vld)	
17.35 (DéFI)	
08.08 Michel de Lamotte (cdH)	
03.09 Steven Vandeput, ministre	
01.19 Olivier Maingain (DéFI)	
28.03 Jan Penris (VB)	
01.169 Meryame Kitir (sp.a)	
05.18 Gilles Vanden Burre (Ecolo-Groen)	
02.15 Hendrik Vuye (Vuye&Wouters)	
09.05 Peter Luykx (N-VA)	
14.11 Robert Van de Velde (N- VA)	
06.30 Karin Temmerman (sp.a)	
08.06 Maggie De Block, ministre	
17.01 Nele Lijnen (Open Vld)	
19.25 Benoit Hellings (Ecolo- Groen)	
11.13 Ine Somers (Open Vld)	
Voor het mandaat van eerste plaatsvervangende voorzitter	
17.07 Benoit Hellings (Ecolo-Groen)	
23.04 Griet Smaers (CD&V)	
01.34 Marco Van Hees (PTB-GO!)	
14.24 Eric Van Rompuy (CD&V)	
01.07 Marco Van Hees (PTB- GO!)	
02.21 Karine Lalieux (PS)	
15.02 Raoul Hedebouw (PTB-GO!)	
08.01 Benoit Hellings (Ecolo-Groen)	
Jean-Marc Delizée, voorzitter	
01.270 Éric Massin (PS)	
02.24 Karolien Grosemans (N- VA)	
02.21 Eric Van Rompuy (CD&V)	
21.27 Marcel Cheron (Ecolo- Groen)	
15.02 Karine Lalieux (PS)	
03.04 Filip Dewinter (VB)	
02.16 Jan Jambon, ministre	
01.03 Jan Penris (VB)	
01.70 Minister Daniel Bacquelaine	
01.251 Charles Michel, premier ministre	
09.07 Kristof Calvo (Ecolo- Groen)	
13.12 Jan Vercammen (N-VA)	
12.03 Minister Jan Jambon	
11.02 Gwenaëlle Grovonius (PS)	
05.03 Éric Thiébaut (PS)	
16.42 Monica De Coninck (sp.a)	
16.04 Melchior Wathelet (cdH)	
01.06 Robert Van de Velde (N- VA)	
01.28 Raoul Hedebouw (PTB- GO!)	
01.98 Caroline Cassart-Mailleux (MR)	
04.09 Éric Thiébaut (PS)	
15.02 Griet Smaers (CD&V)	
21.04 Jef Van den Bergh (CD&V)	
01.75 Denis Ducarme (MR)	
14.07 Stefaan Van Hecke (Ecolo- Groen)	
14.02 Griet Smaers (CD&V)	
17.02 Frédéric Daerden (PS)	
13.150 Olivier Maingain (DéFI)	
21.01 Olivier Chastel (MR)	
01.07 Eerste minister Charles Michel	
04.07 Valerie Van Peel (N-VA)	
23.05 Els Van Hoof (CD&V)	
03.02 Didier Reynders, minister	
01.76 Peter Buysrogge (N-VA)	
04.05 Jean-Marc Nollet (Ecolo-Groen)	
19.90 Marco Van Hees (PTB- GO!)	
02.02 Ahmed Laaouej (PS)	
10.03 Bert Wollants (N-VA)	
22.04 Minister Kris Peeters	
13.22 Benoit Hellings (Ecolo-Groen)	
06.02 Muriel Gerkens (Ecolo-Groen)	
06.11 Tim Vandenput (Open Vld)	
03.04 Jean-Marc Delizée (PS)	
11.01 Maya Detiège (sp.a)	
03.02 Jean-Jacques Flahaux (MR)	
04.04 Jacqueline Galant, ministre	
12.09 François Bellot, ministre	
09.04 Jan Penris (VB)	
01.24 Karin Jiroflée (sp.a)	
Christoph D'Haese (N- VA)	
12.01 Gautier Calomne (MR)	
15.03 Wouter De Vriendt (Ecolo-Groen)	
06.65 Alain Top (sp.a)	
01.110 Vanessa Matz (cdH)	
13.05 Minister Didier Reynders	
25.07 Johan Klaps (N-VA)	
01.04 Benoît Piedboeuf (MR)	
07.03 Maggie De Block, ministre	
17.04 Vincent Van Quickenborne (Open Vld)	
12.01 Willy Demeyer (PS)	
13.01 Éric Massin (PS)	
02.51 Hervé Jamar, ministre	
02.24 Karolien Grosemans (N-VA)	
11.16 Benoit Hellings (Ecolo- Groen)	
20.01 Sybille de Coster- Bauchau (MR)	
Anne Dedry (Ecolo-Groen)	
11.01 Anne Dedry (Ecolo- Groen)	
Ten tweede, wat de bezorgdheden van de Commissie betreft, die verwoord zijn in de brief, ik deel die bezorgdheden. Wanneer wij straks de bespreking aanvatten, zal ik daarop ook terugkomen. Er is geen sprake van een bocht of wat dan ook. Mijn punt is, en de minister heeft dat daarnet bevestigd	
26.15 Hans Bonte (sp.a)	
01.08 Marco Van Hees (PTB- GO!)	
17.13 Els Van Hoof (CD&V)	
25.06 Vanessa Matz (cdH)	
01.16 Hans Bonte (sp.a)	
01.14 Monica De Coninck (sp.a)	
11.47 Wouter De Vriendt (Ecolo- Groen)	
08.15 Daniel Bacquelaine, ministre	
01.129 Ahmed Laaouej (PS)	
01.08 Minister Pieter De Crem	
10.02 Frédéric Daerden (PS)	
07.10 Kattrin Jadin (MR)	
03.07 Hans Bonte (sp.a)	
20.14 Steven Vandeput, ministre	
01.10 Nawal Ben Hamou (PS)	
01.119 Marco Van Hees (PTB-GO!)	
01.93 Monica De Coninck (sp.a)	
01.36 Kristof Calvo (Ecolo-Groen)	
01.136 Julie Fernandez Fernandez (PS)	
01.74 Hendrik Vuye (Vuye&Wouters)	
14.04 Laurette Onkelinx (PS)	
25.01 Veerle Wouters (Vuye & Wouters)	
01.46 Inez De Coninck (N-VA)	
18.06 Carina Van Cauter (Open Vld)	
09.27 Julie Fernandez Fernandez (PS)	
15.15 Annick Lambrecht (sp.a)	
13.04 Vanessa Matz (cdH)	
01.01 Jan Jambon (N-VA)	
15.06 Minister Johan Van Overtveldt	
09.10 Gilles Vanden Burre (Ecolo-Groen)	
17.20 Richard Miller (MR)	
24.01 Barbara Pas (VB)	
02.10 Sébastian Pirlot (PS)	
02.09 François Bellot, ministre	
01.70 Jean-Marc Nollet (Ecolo- Groen)	
03.06 Jean-Marc Delizée (PS)	
07.01 Evita Willaert (Ecolo-Groen)	
14.41 Monica De Coninck (sp.a)	
12.07 Benoît Piedboeuf (MR)	
08.06 Karin Jiroflée (sp.a)	
07.03 Griet Smaers (CD&V)	
24.03 Vanessa Matz (cdH)	
08.20 Bert Wollants (N-VA)	
02.05 Ann Vanheste (sp.a)	
10.08 Laurette Onkelinx (PS)	
20.05 Daniel Senesael (PS)	
09.17 Gwenaëlle Grovonius (PS)	
16.02 Gautier Calomne (MR)	
02.04 Minister Willy Borsus	
06.06 Fabienne Winckel (PS)	
09.17 Emir Kir (PS)	
04.05 Valerie Van Peel (N-VA)	
05.05 Caroline Cassart-Mailleux (MR)	
01.32 Jean-Marc Nollet (Ecolo- Groen)	
12.02 Jan Jambon, ministre	
03.03 Katja Gabriëls (Open Vld)	
14.04 Karin Jiroflée (sp.a)	
01.03 Maya Detiège (sp.a)	
16.06 Karin Jiroflée (sp.a)	
02.158 Monica De Coninck (sp.a)	
19.04 Catherine Fonck (cdH)	
01.150 Michel de Lamotte (cdH)	
02.01 Marcel Cheron (Ecolo- Groen)	
04.14 Barbara Pas (VB)	
12.03 Olivier Maingain (DéFI)	
01.08 Benoît Piedboeuf (MR)	
01.170 Daniel Bacquelaine, ministre	
21.05 Renate Hufkens (N-VA)	
18.10 Damien Thiéry (MR)	
01.32 Steven Vandeput, ministre	
03.05 Kris Peeters, ministre	
10.29 Minister Johan Van Overtveldt	
02.14 Peter Luykx (N-VA)	
17.17 Minister Kris Peeters	
02.02 Charles Michel, premier ministre	
09.14 Maggie De Block, ministre	
18.03 Nahima Lanjri (CD&V)	
39.01 Alain Top (sp.a)	
01.32 Minister Denis Ducarme	
01.23 Raoul Hedebouw (PTB- GO!)	
16.27 Marco Van Hees (PTB-GO!)	
17.108 Richard Miller (MR)	
01.71 Jan Jambon, ministre	
06.76 Monica De Coninck (sp.a)	
22.28 Ahmed Laaouej (PS)	
07.09 Zuhal Demir (N-VA)	
21.01 Stéphane Crusnière (PS)	
04.04 Filip Dewinter (VB)	
10.01 Peter Vanvelthoven (sp.a)	
18.13 Jean-Marc Nollet (Ecolo- Groen)	
01.41 Rob Van de Velde (N-VA)	
03.02 Muriel Gerkens (Ecolo-Groen)	
01.98 Kristof Calvo (Ecolo-Groen)	
29.01 Muriel Gerkens (Ecolo- Groen)	
22.18 Karin Jiroflée (sp.a)	
01.66 Frédéric Daerden (PS)	
01.33 Wouter De Vriendt (Ecolo- Groen)	
09.01 Minister Maggie De Block	
16.19 Marie-Christine Marghem, ministre	
01.26 Nawal Ben Hamou (PS)	
01.66 Marco Van Hees (PTB-GO!)	
04.03 Nahima Lanjri (CD&V)	
18.04 Minister Koen Geens	
25.01 Nahima Lanjri (CD&V)	
06.13 Isabelle Poncelet (cdH)	
18.01 Werner Janssen (N-VA)	
09.18 Leen Dierick (CD&V)	
06.14 Aldo Carcaci (PP)	
01.31 Minister Maggie De Block	
15.01 Johan Van Overtveldt, ministre	
05.19 Johan Van Overtveldt, ministre	
07.01 Dirk Janssens (Open Vld)	
22.03 Benoît Dispa (cdH)	
01.19 Jean-Marc Delizée, voorzitter	
28.03 Özlem Özen (PS)	
16.16 Marco Van Hees (PTB- GO!)	
02.46 Minister Steven Vandeput	
01.06 Minister Kris Peeters	
01.14 Sarah Smeyers (N-VA)	
18.06 Minister Maggie De Block	
11.03 Nele Lijnen (Open Vld)	
10.07 Minister Alexander De Croo	
14.81 Veerle Wouters (Vuye & Wouters)	
11.08 Nahima Lanjri (CD&V)	
03.05 Dirk Van Mechelen (Open VId)	
15.21 Annick Lambrecht (sp.a)	
10.24 Minister Johan Van Overtveldt	
De schijven worden op twee manieren gebruikt	
04.06 Franky Demon (CD&V)	
14.07 Minister Johan Van Overtveldt	
05.62 Emir Kir (PS)	
03.01 Damien Thiéry (MR)	
01.09 Meryame Kitir (sp.a)	
06.06 Georges Gilkinet (Ecolo- Groen)	
11.11 Valerie Van Peel (N-VA)	
26.03 Olivier Henry (PS)	
07.14 Minister Maggie De Block	
08.01 Olivier Maingain (DéFI)	
04.02 Wouter De Vriendt (Ecolo-Groen)	
20.05 Jean-Marc Delizée (PS)	
33.05 Isabelle Poncelet (cdH)	
07.07 Vincent Van Quickenborne (Open Vld)	
02.01 Veerle Wouters (N-VA)	
07.08 Minister Jan Jambon	
04.04 Minister Willy Borsus	
04.11 Catherine Fonck (cdH)	
12.03 Vincent Van Quickenborne (Open Vld)	
23.04 Benoît Piedboeuf (MR)	
02.01 Frank Wilrycx (Open Vld)	
01.04 Denis Ducarme (MR)	
07.08 Karine Lalieux (PS)	
01.193 Georges Gilkinet (Ecolo-Groen)	
02.23 Vincent Van Quickenborne (Open Vld)	
30.01 Yoleen Van Camp (N-VA)	
06.20 Jean-Marc Nollet (Ecolo-Groen)	
15.11 Maggie De Block, ministre	
09.01 Koenraad Degroote (N- VA)	
06.14 Raoul Hedebouw (PTB-GO!)	
13.16 Peter Luykx (N-VA)	
48.04 Koen Geens, ministre	
01.11 Gautier Calomne (MR)	
06.06 Michel de Lamotte (cdH)	
02.26 Servais Verherstraeten (CD&V)	
11.02 Peter Buysrogge (N-VA)	
05.58 Damien Thiéry (MR)	
28.08 David Geerts (sp.a)	
03.08 David Clarinval (MR)	
12.01 Benoît Dispa (cdH)	
14.01 VA)	
06.17 Marie-Christine Marghem, ministre	
13.09 Veerle Wouters (Vuye& Wouters)	
21.30 Catherine Fonck (cdH)	
14.47 Georges Gilkinet (Ecolo- Groen)	
07.04 Sybille de Coster- Bauchau (MR)	
09.03 Muriel Gerkens (Ecolo- Groen)	
03.19 Raoul Hedebouw (PTB- GO!)	
26.04 Laurent Devin (PS)	
14.01 Jean-Marc Nollet (Ecolo-Groen)	
10.06 Minister Daniel Bacquelaine	
24.07 Anne Dedry (Ecolo-Groen)	
Thiéry (MR)	
16.25 Philippe Pivin (MR)	
12.03 Willy Borsus, ministre	
18.14 Georges Gilkinet (Ecolo- Groen)	
18.08 Alexander De Croo, ministre	
01.111 Roel Deseyn (CD&V)	
06.03 Benoît Piedboeuf (MR)	
08.07 Paul-Olivier Delannois (PS)	
04.06 Georges Gilkinet (Ecolo-Groen)	
13.01 Groen)	
06.38 Jean-Marc Nollet (Ecolo- Groen)	
01.38 Sébastian Pirlot (PS)	
02.06 Wouter Raskin (N-VA)	
13.02 Fabienne Winckel (PS)	
07.13 Jean-Marc Nollet (Ecolo-Groen)	
03.01 (DéFI)	
28.10 Jan Jambon, ministre	
13.14 Inez De Coninck (N-VA)	
17.28 Olivier Maingain (DéFI)	
02.21 Karin Temmerman (sp.a)	
10.03 Griet Smaers (CD&V)	
01.98 Minister Alexander De Croo	
14.13 Marie-Christine Marghem, ministre	
15.04 Philippe Blanchart (PS)	
04.02 Steven Vandeput, ministre	
04.02 Jacques Chabot (PS)	
13.07 Philippe Blanchart (PS)	
16.04 Muriel Gerkens (Ecolo- Groen)	
01.18 Vincent Van Quickenborne (Open Vld)	
28.05 Éric Massin (PS)	
11.10 Minister Daniel Bacquelaine	
02.01 Jan Penris (VB)	
01.24 Andries Gryffroy (N-VA)	
12.06 Olivier Maingain (DéFI)	
12.07 Marie-Christine Marghem, ministre	
03.08 Peter De Roover (N-VA)	
04.03 Muriel Gerkens (Ecolo- Groen)	
05.01 Frédéric Daerden (PS)	
09.04 Barbara Pas (VB)	
01.09 Yoleen Van Camp (N-VA)	
01.10 Rob Van de Velde (N-VA)	
29.03 Minister Jan Jambon	
01.25 Koenraad Degroote (N- VA)	
03.04 Delannois (PS)	
03.77 Benoît Piedboeuf (MR)	
16.23 Éric Massin (PS)	
08.03 Peter De Roover (N-VA)	
11.03 Vandeput, ministre	
05.12 Servais Verherstraeten (CD&V)	
27.04 Catherine Fonck (cdH)	
01.01 Meyrem Almaci (Ecolo-Groen)	
02.31 Peter De Roover (N-VA)	
09.14 Nele Lijnen (Open Vld)	
01.104 Caroline Cassart- Mailleux (MR)	
15.10 Alain Top (sp.a)	
02.06 Jan Jambon, ministre	
05.06 Nahima Lanjri (CD&V)	
24.11 Jan Penris (VB)	
14.14 Muriel Gerkens (Ecolo- Groen)	
16.28 Nahima Lanjri (CD&V)	
